Symbol,Name,1D_Chart,Price_intraday,Change,Change_pct
^NQEMEU5010N,Nasdaq EM Europe Construction a,https://finance.yahoo.com/chart/%5ENQEMEU5010N,665.56,+7.01,+1.06%
^NQUSB50201010LMT,Nasdaq US Aerospace Large Mid C,https://finance.yahoo.com/chart/%5ENQUSB50201010LMT,"2,415.57",+25.45,+1.06%
^NQDXEMGBPT,NASDAQ AlphaDEX EM GBP TR Index,https://finance.yahoo.com/chart/%5ENQDXEMGBPT,"2,206.52",+23.24,+1.06%
^106710-EUR-NETR,MSCI EMU/AUTO &amp; COM NETR EU,https://finance.yahoo.com/chart/%5E106710-EUR-NETR,354.12,+3.73,+1.06%
^705911-USD-GRTR,MSCI USA SECTOR NEUTRAL GRTR US,https://finance.yahoo.com/chart/%5E705911-USD-GRTR,"9,529.20",+100.36,+1.06%
^SPDLEMEP,S&P World ESG Enhanced Material,https://finance.yahoo.com/chart/%5ESPDLEMEP,"1,902.72",+20.04,+1.06%
^106710-EUR-GRTR,MSCI EMU/AUTO &amp; COM GRTR EU,https://finance.yahoo.com/chart/%5E106710-EUR-GRTR,434.90,+4.58,+1.06%
^NACP-IV,Impact Shares NAACP Minority Em,https://finance.yahoo.com/chart/%5ENACP-IV,42.20,+0.44,+1.06%
^SP500-15101050,S&P 500 Specialty Chemicals (Su,https://finance.yahoo.com/chart/%5ESP500-15101050,"1,591.59",+16.76,+1.06%
^NQUSM50205015N,Nasdaq Mid Cap Transaction Proc,https://finance.yahoo.com/chart/%5ENQUSM50205015N,"7,930.82",+83.51,+1.06%
^NQUSM50205015,Nasdaq Mid Cap Transaction Proc,https://finance.yahoo.com/chart/%5ENQUSM50205015,"7,323.28",+77.11,+1.06%
^VV-IV,Vanguard Large Cap ETF (Intrada,https://finance.yahoo.com/chart/%5EVV-IV,275.55,+2.90,+1.06%
^IIGM,-,https://finance.yahoo.com/chart/%5EIIGM,"6,588.89",+69.35,+1.06%
^FEUZINAV,First Trust Eurozone AlphaDEX U,https://finance.yahoo.com/chart/%5EFEUZINAV,42.63,+0.45,+1.07%
^751799-USD-NETR,MSCI WORLD ex AUSTRALIA NETR US,https://finance.yahoo.com/chart/%5E751799-USD-NETR,"2,163.19",+22.93,+1.07%
^PYZ-IV,Invesco DWA Basic Materials Mom,https://finance.yahoo.com/chart/%5EPYZ-IV,92.66,+0.98,+1.07%
^NQUSB50201010,Nasdaq US Benchmark Aerospace I,https://finance.yahoo.com/chart/%5ENQUSB50201010,"3,452.38",+36.60,+1.07%
^NQUSB50201010T,Nasdaq US Benchmark Aerospace T,https://finance.yahoo.com/chart/%5ENQUSB50201010T,"4,233.09",+44.87,+1.07%
^CSM-IV,ProShares Credit Suisse 130/30,https://finance.yahoo.com/chart/%5ECSM-IV,67.73,+0.72,+1.07%
^717091-USD-STRD,MSCI WORLD LOW CARBON SRI SELEC,https://finance.yahoo.com/chart/%5E717091-USD-STRD,"3,391.37",+35.95,+1.07%
^N50DMTR,Goldman Sachs BRICs Nifty 50 De,https://finance.yahoo.com/chart/%5EN50DMTR,"2,749.45",+29.14,+1.07%
^NQUSB30201020N,Nasdaq US Benchmark Consumer Le,https://finance.yahoo.com/chart/%5ENQUSB30201020N,"9,039.40",+95.79,+1.07%
^106491-EUR-NETR,MSCI ACWI ex EUROPE NETR EUR,https://finance.yahoo.com/chart/%5E106491-EUR-NETR,472.77,+5.01,+1.07%
^112170-EUR-GRTR,MSCI EUROPE exEMU/UTILI GRTR EU,https://finance.yahoo.com/chart/%5E112170-EUR-GRTR,569.12,+6.03,+1.07%
^DJI,Dow Jones Industrial Average,https://finance.yahoo.com/chart/%5EDJI,"43,615.18",+462.05,+1.07%
^NQGB50N,Nasdaq United Kingdom Industria,https://finance.yahoo.com/chart/%5ENQGB50N,"2,257.15",+23.91,+1.07%
^106491-EUR-GRTR,MSCI ACWI ex EUROPE GRTR EUR,https://finance.yahoo.com/chart/%5E106491-EUR-GRTR,734.49,+7.78,+1.07%
^NQEM5010N,Nasdaq Emerging Markets Constru,https://finance.yahoo.com/chart/%5ENQEM5010N,"1,219.08",+12.91,+1.07%
^NTUSI,Northern Trust 1250 Index,https://finance.yahoo.com/chart/%5ENTUSI,"4,144.50",+43.90,+1.07%
^746050-EUR-NETR,MSCI WORLD IMI DISRUPTI NETR EU,https://finance.yahoo.com/chart/%5E746050-EUR-NETR,"3,333.65",+35.31,+1.07%
^NQEM5010,Nasdaq Emerging Markets Constru,https://finance.yahoo.com/chart/%5ENQEM5010,964.81,+10.22,+1.07%
^746050-EUR-STRD,MSCI WORLD IMI DISRUPTI STRD EU,https://finance.yahoo.com/chart/%5E746050-EUR-STRD,"3,092.04",+32.75,+1.07%
^SPSITUP,S&P Global 1200 Shariah Informa,https://finance.yahoo.com/chart/%5ESPSITUP,637.47,+6.75,+1.07%
^754571-USD-NETR,MSCI WORLD SELECT FOOD NETR USD,https://finance.yahoo.com/chart/%5E754571-USD-NETR,"2,864.39",+30.33,+1.07%
^DWIDX,Dorsey Wright Industrials Tech,https://finance.yahoo.com/chart/%5EDWIDX,"3,500.46",+37.06,+1.07%
^701592-EUR-NETR,MSCI UNITED KINGDOM ex NETR EUR,https://finance.yahoo.com/chart/%5E701592-EUR-NETR,"2,416.60",+25.59,+1.07%
^NQEMEA4520N,"Nasdaq EMEA Personal Care, Drug",https://finance.yahoo.com/chart/%5ENQEMEA4520N,"1,003.74",+10.63,+1.07%
^123174-USD-GRTR,MSCI EM EMEA/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E123174-USD-GRTR,187.98,+1.99,+1.07%
^720289-GBP-NETR,MSCI WORLD SEL 5-FACTOR NETR GB,https://finance.yahoo.com/chart/%5E720289-GBP-NETR,"5,267.44",+55.76,+1.07%
^R1ICBSCST,Russell 1000 RGS Sub: Informati,https://finance.yahoo.com/chart/%5ER1ICBSCST,"14,871.93",+157.45,+1.07%
^990100-DKK-STRD,MSCI WORLD STRD DKK,https://finance.yahoo.com/chart/%5E990100-DKK-STRD,"3,657.13",+38.71,+1.07%
^GMF-NV,SPDR S&P Emerging Asia Pacific,https://finance.yahoo.com/chart/%5EGMF-NV,113.86,+1.21,+1.07%
^707827-GBP-GRTR,MSCI EUROPE ex UK SELEC GRTR GB,https://finance.yahoo.com/chart/%5E707827-GBP-GRTR,"9,216.08",+97.54,+1.07%
^DIEM-TC,FRANKLIN LIBERTYQ EMERGING MARK,https://finance.yahoo.com/chart/%5EDIEM-TC,"1,782,116.12","+18,862.38",+1.07%
^NQNA55T,Nasdaq North America Basic Mate,https://finance.yahoo.com/chart/%5ENQNA55T,"1,928.37",+20.41,+1.07%
^NQEM15,Nasdaq Emerging Markets Telecom,https://finance.yahoo.com/chart/%5ENQEM15,704.81,+7.46,+1.07%
^NQEM15T,Nasdaq Emerging Markets Telecom,https://finance.yahoo.com/chart/%5ENQEM15T,"1,062.28",+11.24,+1.07%
^NQEM5010T,Nasdaq Emerging Markets Constru,https://finance.yahoo.com/chart/%5ENQEM5010T,"1,260.47",+13.34,+1.07%
^700866-USD-GRTR,MSCI UK ESG LEADERS GRTR USD,https://finance.yahoo.com/chart/%5E700866-USD-GRTR,"1,375.77",+14.56,+1.07%
^662683-USD-GRTR,MSCI EM SMID/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E662683-USD-GRTR,746.58,+7.90,+1.07%
^R2ICBGEIT,Russell 2000 RGS Sub: Manufactu,https://finance.yahoo.com/chart/%5ER2ICBGEIT,"3,274.13",+34.64,+1.07%
^NLCSDT,Nasdaq US Large Cap Select Disr,https://finance.yahoo.com/chart/%5ENLCSDT,"1,451.99",+15.36,+1.07%
^NLCSDN,Nasdaq US Large Cap Select Disr,https://finance.yahoo.com/chart/%5ENLCSDN,"1,449.03",+15.33,+1.07%
^NQUSM402030T,Nasdaq US Mid Cap Leisure Goods,https://finance.yahoo.com/chart/%5ENQUSM402030T,"4,362.79",+46.15,+1.07%
^662332-USD-NETR,MSCI WRLD SMID/INFORMAT NETR US,https://finance.yahoo.com/chart/%5E662332-USD-NETR,"6,120.12",+64.73,+1.07%
^ROBO-ID,ROBO Global Robotics and Automa,https://finance.yahoo.com/chart/%5EROBO-ID,"1,910.91",+20.22,+1.07%
^700866-USD-NETR,MSCI UK ESG LEADERS NETR USD,https://finance.yahoo.com/chart/%5E700866-USD-NETR,"1,372.56",+14.52,+1.07%
^701292-EUR-NETR,MSCI THE WORLD INDEX (E NETR EU,https://finance.yahoo.com/chart/%5E701292-EUR-NETR,595.79,+6.30,+1.07%
^SPXDBIEP,S&P Global LargeMidCap Biodiver,https://finance.yahoo.com/chart/%5ESPXDBIEP,"1,870.44",+19.78,+1.07%
^NQDM5510LM,Nasdaq Developed Markets Basic,https://finance.yahoo.com/chart/%5ENQDM5510LM,"1,130.50",+11.95,+1.07%
^123174-USD-NETR,MSCI EM EMEA/COMM SVC NETR USD,https://finance.yahoo.com/chart/%5E123174-USD-NETR,189.13,+2.00,+1.07%
^OOI,S&P100 GLOBAL ID,https://finance.yahoo.com/chart/%5EOOI,"4,127.86",+43.65,+1.07%
^NQUSS10N,Nasdaq US Small Cap Technology,https://finance.yahoo.com/chart/%5ENQUSS10N,"5,786.50",+61.18,+1.07%
^SP500-201020,S&P 500 Building Products (Indu,https://finance.yahoo.com/chart/%5ESP500-201020,883.53,+9.34,+1.07%
^664850-USD-STRD,MSCI WRLD IMI/COMM SVC,https://finance.yahoo.com/chart/%5E664850-USD-STRD,"1,687.75",+17.84,+1.07%
^SPTPEDET,S&P Transatlantic 100 Net Zero,https://finance.yahoo.com/chart/%5ESPTPEDET,"1,252.39",+13.24,+1.07%
^SP600-2010,S&P 600 Capital Goods (Industry,https://finance.yahoo.com/chart/%5ESP600-2010,"2,840.46",+30.03,+1.07%
^664850-USD-GRTR,MSCI WRLD IMI/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E664850-USD-GRTR,"3,184.47",+33.66,+1.07%
^NQUSL50205015,Nasdaq Large Cap Transaction Pr,https://finance.yahoo.com/chart/%5ENQUSL50205015,"4,722.69",+49.92,+1.07%
^PPEM-TC,PUTNAM PANAGORA ESG EMERGING MA,https://finance.yahoo.com/chart/%5EPPEM-TC,"320,567.47","+3,388.09",+1.07%
^706755-EUR-GRTR,MSCI EMU SELECT DYNAMIC GRTR EU,https://finance.yahoo.com/chart/%5E706755-EUR-GRTR,"6,034.97",+63.78,+1.07%
^728908-EUR-NETR,MSCI GERMANY CLIMATE CH NETR EU,https://finance.yahoo.com/chart/%5E728908-EUR-NETR,"1,852.69",+19.58,+1.07%
^707024-CHF-DHED,100CHFMCPNET706755 DHED CHF,https://finance.yahoo.com/chart/%5E707024-CHF-DHED,"3,738.68",+39.51,+1.07%
^735617-EUR-GRTR,MSCI ACWI CLIMATE PARIS GRTR EU,https://finance.yahoo.com/chart/%5E735617-EUR-GRTR,"3,848.55",+40.67,+1.07%
^SPTPESET,S&P Transatlantic 100 Net Zero,https://finance.yahoo.com/chart/%5ESPTPESET,"6,345.86",+67.05,+1.07%
^JHEM-TC,John Hancock Multifactor Emergi,https://finance.yahoo.com/chart/%5EJHEM-TC,"1,709,113.75","+18,059.38",+1.07%
^758800-USD-NETR,MSCI WORLD ESG SELECTIO NETR US,https://finance.yahoo.com/chart/%5E758800-USD-NETR,"2,175.86",+22.99,+1.07%
^SDAXAT,S&P Developed ex-Australia Larg,https://finance.yahoo.com/chart/%5ESDAXAT,509.18,+5.38,+1.07%
^NQUSS10,Nasdaq US Small Cap Technology,https://finance.yahoo.com/chart/%5ENQUSS10,"5,619.46",+59.38,+1.07%
^735619-USD-GRTR,MSCI WORLD CLIMATE PARI GRTR US,https://finance.yahoo.com/chart/%5E735619-USD-GRTR,"3,199.40",+33.80,+1.07%
^NQDXEMGBPN,NASDAQ AlphaDEX EM GBP NTR Inde,https://finance.yahoo.com/chart/%5ENQDXEMGBPN,"2,102.41",+22.21,+1.07%
^706755-EUR-STRD,MSCI EMU SELECT DYNAMIC STRD EU,https://finance.yahoo.com/chart/%5E706755-EUR-STRD,"2,589.71",+27.36,+1.07%
^728908-EUR-GRTR,MSCI GERMANY CLIMATE CH GRTR EU,https://finance.yahoo.com/chart/%5E728908-EUR-GRTR,"1,976.37",+20.88,+1.07%
^PBUS-IV,Invesco PureBetaSM MSCI USA ETF,https://finance.yahoo.com/chart/%5EPBUS-IV,60.17,+0.64,+1.07%
^653219-USD-STRD,MSCI WRLD MID/INFORMATION TECH,https://finance.yahoo.com/chart/%5E653219-USD-STRD,"5,478.02",+57.85,+1.07%
^NQNA5510N,Nasdaq North America Basic Reso,https://finance.yahoo.com/chart/%5ENQNA5510N,"1,299.06",+13.72,+1.07%
^728908-EUR-STRD,MSCI GERMANY CLIMATE CH STRD EU,https://finance.yahoo.com/chart/%5E728908-EUR-STRD,"1,484.33",+15.68,+1.07%
^SPLG-IV,SPDR Portfolio S&P 500 ETF Intr,https://finance.yahoo.com/chart/%5ESPLG-IV,70.34,+0.74,+1.07%
^SPSITUT,S&P Global 1200 Shariah Informa,https://finance.yahoo.com/chart/%5ESPSITUT,828.47,+8.75,+1.07%
^ICEUS1K,NYSE U.S. 1000 Index,https://finance.yahoo.com/chart/%5EICEUS1K,"13,240.25",+139.82,+1.07%
^736077-USD-STRD,MSCI USA ESG LEADERS SELECT SUS,https://finance.yahoo.com/chart/%5E736077-USD-STRD,"1,930.10",+20.38,+1.07%
^125127-GBP-DHED,100GBPMCPNET991500 DHED GBP,https://finance.yahoo.com/chart/%5E125127-GBP-DHED,"2,874.00",+30.34,+1.07%
^707025-EUR-DHED,100EURMCPNET706755 DHED EUR,https://finance.yahoo.com/chart/%5E707025-EUR-DHED,"4,833.28",+51.03,+1.07%
^NQUSB50101015LM,Nasdaq US Engineering and Conta,https://finance.yahoo.com/chart/%5ENQUSB50101015LM,"3,055.49",+32.26,+1.07%
^727622-CHF-CMBR,MSCI WRLD ESG LEAD CROS CMBR CH,https://finance.yahoo.com/chart/%5E727622-CHF-CMBR,"1,764.76",+18.63,+1.07%
^SPXDBIEN,S&P Global LargeMidCap Biodiver,https://finance.yahoo.com/chart/%5ESPXDBIEN,"2,040.56",+21.54,+1.07%
^NQUSM50205015N,Nasdaq Mid Cap Transaction Proc,https://finance.yahoo.com/chart/%5ENQUSM50205015N,"7,931.03",+83.72,+1.07%
^DJINR,Dow Jones Industrial Average NT,https://finance.yahoo.com/chart/%5EDJINR,"91,350.99",+964.24,+1.07%
^700713-USD-STRD,MSCI WORLD ESG LEADERS,https://finance.yahoo.com/chart/%5E700713-USD-STRD,232.13,+2.45,+1.07%
^SPXDBIET,S&P Global LargeMidCap Biodiver,https://finance.yahoo.com/chart/%5ESPXDBIET,"2,091.98",+22.08,+1.07%
^NQUSB50205040T,Nasdaq US Benchmark Security Se,https://finance.yahoo.com/chart/%5ENQUSB50205040T,"1,016.31",+10.73,+1.07%
^NQUSB50205040,Nasdaq US Benchmark Security Se,https://finance.yahoo.com/chart/%5ENQUSB50205040,952.95,+10.06,+1.07%
^NQUSB50205040N,Nasdaq US Benchmark Security Se,https://finance.yahoo.com/chart/%5ENQUSB50205040N,996.89,+10.52,+1.07%
^NQUSB50205015LMN,Nasdaq US Transaction Processin,https://finance.yahoo.com/chart/%5ENQUSB50205015LMN,"4,640.48",+48.97,+1.07%
^752499-USD-GRTR,MSCI WORLD THEMATIC ROT GRTR US,https://finance.yahoo.com/chart/%5E752499-USD-GRTR,"5,619.93",+59.31,+1.07%
^DJITR,Dow Jones Industrial Average TR,https://finance.yahoo.com/chart/%5EDJITR,"109,238.00","+1,152.74",+1.07%
^735619-USD-STRD,MSCI WORLD CLIMATE PARIS ALIGNE,https://finance.yahoo.com/chart/%5E735619-USD-STRD,"2,524.60",+26.64,+1.07%
^EFG-NV,ISHARES MSCI EAFE GROWTH INDEX,https://finance.yahoo.com/chart/%5EEFG-NV,98.16,+1.04,+1.07%
^NQUSL35102045,Nasdaq US Large Cap Retail REIT,https://finance.yahoo.com/chart/%5ENQUSL35102045,"1,005.18",+10.60,+1.07%
^750060-USD-GRTR,MSCI GERMANY 30 GRTR USD,https://finance.yahoo.com/chart/%5E750060-USD-GRTR,"2,880.72",+30.39,+1.07%
^FTWO-TC,STRIVE NATURAL RESOURCES AND SE,https://finance.yahoo.com/chart/%5EFTWO-TC,"4,732.99",+49.93,+1.07%
^NQUSB303010LMT,Nasdaq US Life Insurance Large,https://finance.yahoo.com/chart/%5ENQUSB303010LMT,"2,608.30",+27.51,+1.07%
^735262-USD-NETR,MSCI UK IMI COUNTRY ESG NETR US,https://finance.yahoo.com/chart/%5E735262-USD-NETR,"1,564.93",+16.51,+1.07%
^NQEM15N,Nasdaq Emerging Markets Telecom,https://finance.yahoo.com/chart/%5ENQEM15N,"1,011.18",+10.72,+1.07%
^990100-DKK-GRTR,MSCI WORLD GRTR DKK,https://finance.yahoo.com/chart/%5E990100-DKK-GRTR,"17,123.67",+181.55,+1.07%
^FEUZINAV,First Trust Eurozone AlphaDEX U,https://finance.yahoo.com/chart/%5EFEUZINAV,42.63,+0.45,+1.07%
^NQUSB50201010,Nasdaq US Benchmark Aerospace I,https://finance.yahoo.com/chart/%5ENQUSB50201010,"3,452.38",+36.60,+1.07%
^NQUSB50201010T,Nasdaq US Benchmark Aerospace T,https://finance.yahoo.com/chart/%5ENQUSB50201010T,"4,233.09",+44.87,+1.07%
^CSM-IV,ProShares Credit Suisse 130/30,https://finance.yahoo.com/chart/%5ECSM-IV,67.73,+0.72,+1.07%
^717091-USD-STRD,MSCI WORLD LOW CARBON SRI SELEC,https://finance.yahoo.com/chart/%5E717091-USD-STRD,"3,391.37",+35.95,+1.07%
^N50DMTR,Goldman Sachs BRICs Nifty 50 De,https://finance.yahoo.com/chart/%5EN50DMTR,"2,749.45",+29.14,+1.07%
^708289-USD-NETR,MSCI USA SECTOR NEUTRAL NETR US,https://finance.yahoo.com/chart/%5E708289-USD-NETR,"5,088.91",+53.94,+1.07%
^DWFNTR,Dorsey Wright Financials Tech L,https://finance.yahoo.com/chart/%5EDWFNTR,"2,634.94",+27.93,+1.07%
^700713-USD-STRD,MSCI WORLD ESG LEADERS,https://finance.yahoo.com/chart/%5E700713-USD-STRD,232.14,+2.46,+1.07%
^106491-EUR-NETR,MSCI ACWI ex EUROPE NETR EUR,https://finance.yahoo.com/chart/%5E106491-EUR-NETR,472.77,+5.01,+1.07%
^112170-EUR-GRTR,MSCI EUROPE exEMU/UTILI GRTR EU,https://finance.yahoo.com/chart/%5E112170-EUR-GRTR,569.12,+6.03,+1.07%
^735619-USD-NETR,MSCI WORLD CLIMATE PARI NETR US,https://finance.yahoo.com/chart/%5E735619-USD-NETR,"3,024.28",+32.04,+1.07%
^NQGB50N,Nasdaq United Kingdom Industria,https://finance.yahoo.com/chart/%5ENQGB50N,"2,257.15",+23.91,+1.07%
^NQEM5010N,Nasdaq Emerging Markets Constru,https://finance.yahoo.com/chart/%5ENQEM5010N,"1,219.08",+12.91,+1.07%
^NTUSI,Northern Trust 1250 Index,https://finance.yahoo.com/chart/%5ENTUSI,"4,144.50",+43.90,+1.07%
^912400-GBP-GRTR,MSCI CANADA GRTR GBP,https://finance.yahoo.com/chart/%5E912400-GBP-GRTR,"25,015.75",+264.92,+1.07%
^SPSITUP,S&P Global 1200 Shariah Informa,https://finance.yahoo.com/chart/%5ESPSITUP,637.47,+6.75,+1.07%
^754571-USD-NETR,MSCI WORLD SELECT FOOD NETR USD,https://finance.yahoo.com/chart/%5E754571-USD-NETR,"2,864.39",+30.33,+1.07%
^DWIDX,Dorsey Wright Industrials Tech,https://finance.yahoo.com/chart/%5EDWIDX,"3,500.46",+37.06,+1.07%
^701592-EUR-NETR,MSCI UNITED KINGDOM ex NETR EUR,https://finance.yahoo.com/chart/%5E701592-EUR-NETR,"2,416.60",+25.59,+1.07%
^PYZ-IV,Invesco DWA Basic Materials Mom,https://finance.yahoo.com/chart/%5EPYZ-IV,92.66,+0.98,+1.07%
^SPDG-IV,SPDR SERIES TRUST ETF Intraday,https://finance.yahoo.com/chart/%5ESPDG-IV,38.57,+0.41,+1.07%
^662683-USD-NETR,MSCI EM SMID/COMM SVC NETR USD,https://finance.yahoo.com/chart/%5E662683-USD-NETR,696.10,+7.37,+1.07%
^123174-USD-GRTR,MSCI EM EMEA/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E123174-USD-GRTR,187.98,+1.99,+1.07%
^720289-GBP-NETR,MSCI WORLD SEL 5-FACTOR NETR GB,https://finance.yahoo.com/chart/%5E720289-GBP-NETR,"5,267.44",+55.76,+1.07%
^R1ICBSCST,Russell 1000 RGS Sub: Informati,https://finance.yahoo.com/chart/%5ER1ICBSCST,"14,871.93",+157.45,+1.07%
^990100-DKK-STRD,MSCI WORLD STRD DKK,https://finance.yahoo.com/chart/%5E990100-DKK-STRD,"3,657.13",+38.71,+1.07%
^GMF-NV,SPDR S&P Emerging Asia Pacific,https://finance.yahoo.com/chart/%5EGMF-NV,113.86,+1.21,+1.07%
^DIEM-TC,FRANKLIN LIBERTYQ EMERGING MARK,https://finance.yahoo.com/chart/%5EDIEM-TC,"1,782,116.12","+18,862.38",+1.07%
^SPDLEMEN,S&P World ESG Enhanced Material,https://finance.yahoo.com/chart/%5ESPDLEMEN,"2,578.41",+27.29,+1.07%
^662683-USD-GRTR,MSCI EM SMID/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E662683-USD-GRTR,746.58,+7.90,+1.07%
^NLCSDT,Nasdaq US Large Cap Select Disr,https://finance.yahoo.com/chart/%5ENLCSDT,"1,451.99",+15.36,+1.07%
^NLCSDN,Nasdaq US Large Cap Select Disr,https://finance.yahoo.com/chart/%5ENLCSDN,"1,449.03",+15.33,+1.07%
^DWCSTL,Dow Jones U.S. Iron & Steel Tot,https://finance.yahoo.com/chart/%5EDWCSTL,"6,278.87",+66.41,+1.07%
^662332-USD-NETR,MSCI WRLD SMID/INFORMAT NETR US,https://finance.yahoo.com/chart/%5E662332-USD-NETR,"6,120.12",+64.73,+1.07%
^662332-USD-STRD,MSCI WRLD SMID/INFORMATION TECH,https://finance.yahoo.com/chart/%5E662332-USD-STRD,"5,420.79",+57.33,+1.07%
^662332-USD-GRTR,MSCI WRLD SMID/INFORMAT GRTR US,https://finance.yahoo.com/chart/%5E662332-USD-GRTR,"6,331.44",+66.96,+1.07%
^SPXDBIEP,S&P Global LargeMidCap Biodiver,https://finance.yahoo.com/chart/%5ESPXDBIEP,"1,870.44",+19.78,+1.07%
^123174-USD-NETR,MSCI EM EMEA/COMM SVC NETR USD,https://finance.yahoo.com/chart/%5E123174-USD-NETR,189.13,+2.00,+1.07%
^OOI,S&P100 GLOBAL ID,https://finance.yahoo.com/chart/%5EOOI,"4,127.86",+43.65,+1.07%
^NQUSS10N,Nasdaq US Small Cap Technology,https://finance.yahoo.com/chart/%5ENQUSS10N,"5,786.50",+61.18,+1.07%
^SPTPEDET,S&P Transatlantic 100 Net Zero,https://finance.yahoo.com/chart/%5ESPTPEDET,"1,252.39",+13.24,+1.07%
^SP600-2010,S&P 600 Capital Goods (Industry,https://finance.yahoo.com/chart/%5ESP600-2010,"2,840.46",+30.03,+1.07%
^664850-USD-GRTR,MSCI WRLD IMI/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E664850-USD-GRTR,"3,184.47",+33.66,+1.07%
^SPE35060,S&P EUROPE 350 - Real Estate (S,https://finance.yahoo.com/chart/%5ESPE35060,"1,125.76",+11.90,+1.07%
^664850-USD-NETR,MSCI WRLD IMI/COMM SVC NETR USD,https://finance.yahoo.com/chart/%5E664850-USD-NETR,"2,800.49",+29.60,+1.07%
^665230-USD-GRTR,MSCI EM EMEA IMI/COMM S GRTR US,https://finance.yahoo.com/chart/%5E665230-USD-GRTR,636.66,+6.73,+1.07%
^731114-GBP-DHED,100GBPMCPNET72290712BST DHED GB,https://finance.yahoo.com/chart/%5E731114-GBP-DHED,"2,608.00",+27.57,+1.07%
^NQUSL50205015,Nasdaq Large Cap Transaction Pr,https://finance.yahoo.com/chart/%5ENQUSL50205015,"4,722.69",+49.92,+1.07%
^PPEM-TC,PUTNAM PANAGORA ESG EMERGING MA,https://finance.yahoo.com/chart/%5EPPEM-TC,"320,567.47","+3,388.09",+1.07%
^722804-GBP-STRD,MSCI WORLD SEL 5-FACTOR STRD GB,https://finance.yahoo.com/chart/%5E722804-GBP-STRD,"3,935.50",+41.59,+1.07%
^707024-CHF-DHED,100CHFMCPNET706755 DHED CHF,https://finance.yahoo.com/chart/%5E707024-CHF-DHED,"3,738.68",+39.51,+1.07%
^735617-EUR-GRTR,MSCI ACWI CLIMATE PARIS GRTR EU,https://finance.yahoo.com/chart/%5E735617-EUR-GRTR,"3,848.55",+40.67,+1.07%
^SPTPESET,S&P Transatlantic 100 Net Zero,https://finance.yahoo.com/chart/%5ESPTPESET,"6,345.86",+67.05,+1.07%
^JHEM-TC,John Hancock Multifactor Emergi,https://finance.yahoo.com/chart/%5EJHEM-TC,"1,709,113.75","+18,059.38",+1.07%
^758800-USD-NETR,MSCI WORLD ESG SELECTIO NETR US,https://finance.yahoo.com/chart/%5E758800-USD-NETR,"2,175.86",+22.99,+1.07%
^NQUSS10,Nasdaq US Small Cap Technology,https://finance.yahoo.com/chart/%5ENQUSS10,"5,619.46",+59.38,+1.07%
^106491-EUR-GRTR,MSCI ACWI ex EUROPE GRTR EUR,https://finance.yahoo.com/chart/%5E106491-EUR-GRTR,734.47,+7.76,+1.07%
^653219-USD-NETR,MSCI WRLD MID/INFORMATI NETR US,https://finance.yahoo.com/chart/%5E653219-USD-NETR,"6,262.30",+66.16,+1.07%
^NGXESG25,Nasdaq Next Generation 100 ESG,https://finance.yahoo.com/chart/%5ENGXESG25,"1,163.62",+12.29,+1.07%
^735619-USD-GRTR,MSCI WORLD CLIMATE PARI GRTR US,https://finance.yahoo.com/chart/%5E735619-USD-GRTR,"3,199.40",+33.80,+1.07%
^NQDXEMGBPN,NASDAQ AlphaDEX EM GBP NTR Inde,https://finance.yahoo.com/chart/%5ENQDXEMGBPN,"2,102.41",+22.21,+1.07%
^706755-EUR-STRD,MSCI EMU SELECT DYNAMIC STRD EU,https://finance.yahoo.com/chart/%5E706755-EUR-STRD,"2,589.71",+27.36,+1.07%
^728908-EUR-GRTR,MSCI GERMANY CLIMATE CH GRTR EU,https://finance.yahoo.com/chart/%5E728908-EUR-GRTR,"1,976.37",+20.88,+1.07%
^PBUS-IV,Invesco PureBetaSM MSCI USA ETF,https://finance.yahoo.com/chart/%5EPBUS-IV,60.17,+0.64,+1.07%
^662683-USD-STRD,MSCI EM SMID/COMM SVC,https://finance.yahoo.com/chart/%5E662683-USD-STRD,455.32,+4.81,+1.07%
^728908-EUR-STRD,MSCI GERMANY CLIMATE CH STRD EU,https://finance.yahoo.com/chart/%5E728908-EUR-STRD,"1,484.33",+15.68,+1.07%
^SPLG-IV,SPDR Portfolio S&P 500 ETF Intr,https://finance.yahoo.com/chart/%5ESPLG-IV,70.34,+0.74,+1.07%
^NQMEA4050,Nasdaq MEA Travel and Leisure I,https://finance.yahoo.com/chart/%5ENQMEA4050,273.68,+2.89,+1.07%
^754571-USD-STRD,MSCI WORLD SELECT FOOD REVOLUTI,https://finance.yahoo.com/chart/%5E754571-USD-STRD,"2,354.68",+24.87,+1.07%
^SPSITUT,S&P Global 1200 Shariah Informa,https://finance.yahoo.com/chart/%5ESPSITUT,828.47,+8.75,+1.07%
^SP600-25504040,S&P 600 Other Specialty Retail,https://finance.yahoo.com/chart/%5ESP600-25504040,547.21,+5.78,+1.07%
^ICEUS1K,NYSE U.S. 1000 Index,https://finance.yahoo.com/chart/%5EICEUS1K,"13,240.25",+139.82,+1.07%
